GPL_NAME,GPL_TYPE,GSS_CD,GSS_NM,GSS_ENTITY_CD,GSS_ENTITY_NM,16/02/2020,17/02/2020,18/02/2020,19/02/2020,20/02/2020,21/02/2020,22/02/2020,23/02/2020,24/02/2020,25/02/2020,26/02/2020,27/02/2020,28/02/2020,29/02/2020,01/03/2020,02/03/2020,03/03/2020,04/03/2020,05/03/2020,06/03/2020,07/03/2020,08/03/2020,09/03/2020,10/03/2020,11/03/2020,12/03/2020,13/03/2020,14/03/2020,15/03/2020,16/03/2020,17/03/2020,18/03/2020,19/03/2020,20/03/2020,21/03/2020,22/03/2020,23/03/2020,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020
North Lincolnshire,Parks,E06000013,North Lincolnshire,E06,Unitary Authority,-31,-1,3,0,-7,-9,-15,-1,-20,-4,3,3,-14,-15,9,9,0,8,5,20,18,15,6,3,3,-4,4,-13,-2,6,7,-17,4,5,2,26,-3,-20,-18,-11,-22,-56,-56
North Lincolnshire,Transit stations,E06000013,North Lincolnshire,E06,Unitary Authority,-21,-9,-2,-7,-5,-2,-1,-1,-5,1,2,4,-2,5,-5,5,2,4,6,3,15,0,-4,2,3,3,0,-3,-16,-2,-2,-14,-6,-11,-10,-3,-23,-38,-39,-40,-47,-55,-58
North Lincolnshire,Workplace,E06000013,North Lincolnshire,E06,Unitary Authority,-1,-14,-15,-15,-17,-15,-3,-2,-1,1,0,-1,-1,0,3,1,1,0,0,1,1,5,2,1,1,-1,0,-2,2,-2,-5,-11,-16,-15,-15,-19,-30,-45,-51,-55,-54,-50,-46
North Lincolnshire,Residential,E06000013,North Lincolnshire,E06,Unitary Authority,NA,2,3,2,3,3,1,NA,1,1,0,1,1,0,NA,0,1,0,0,0,0,-1,0,1,0,1,1,1,NA,1,3,6,6,7,7,NA,11,18,20,21,22,NA,NA
North Somerset,Retail & recreation,E06000024,North Somerset,E06,Unitary Authority,-13,8,12,2,5,9,-5,-4,-10,-6,-2,2,-7,-2,3,4,3,-7,-2,5,2,3,-3,4,1,-2,-2,-3,-15,2,-12,-21,-24,-27,-44,-51,-44,-70,-73,-73,-75,-84,-84
North Somerset,Grocery & pharmacy,E06000024,North Somerset,E06,Unitary Authority,-6,2,3,-1,2,0,-2,-2,-2,5,-1,3,1,2,2,6,7,4,4,5,2,5,4,7,5,9,10,7,8,22,25,19,18,5,0,-15,-10,-27,-29,-31,-34,-45,-50
North Somerset,Parks,E06000024,North Somerset,E06,Unitary Authority,-37,26,29,6,18,23,-14,-6,-21,-1,9,27,-23,-28,4,22,36,-13,2,23,4,17,-3,4,17,11,17,4,-20,45,12,-1,-3,6,30,37,11,1,1,9,-27,-57,-52
North Somerset,Transit stations,E06000024,North Somerset,E06,Unitary Authority,-2,10,14,14,2,10,2,5,9,10,12,8,6,3,1,5,4,5,2,9,3,6,4,0,7,-4,-5,-13,-28,-17,-30,-36,-47,-50,-57,-64,-63,-70,-72,-78,-81,-85,-88
North Somerset,Workplace,E06000024,North Somerset,E06,Unitary Authority,-2,-16,-16,-16,-17,-17,-3,-2,-3,0,0,0,-3,1,-1,0,0,0,0,1,1,0,0,0,0,-2,-4,-4,-8,-8,-14,-23,-28,-29,-27,-31,-44,-58,-63,-66,-65,-57,-54
North Somerset,Residential,E06000024,North Somerset,E06,Unitary Authority,1,2,2,3,3,2,1,0,2,1,0,0,2,1,0,0,0,1,1,0,0,-1,1,1,1,2,2,2,2,3,7,11,13,13,11,NA,17,24,26,27,27,NA,NA
North Yorkshire,Retail & recreation,E10000023,North Yorkshire,E10,County,6,16,17,16,13,6,-1,6,-11,4,2,5,-3,3,8,7,9,5,7,6,7,16,2,3,3,3,2,4,10,4,-3,-15,-10,-19,-45,-53,-41,-69,-73,-74,-77,-86,-88
North Yorkshire,Grocery & pharmacy,E10000023,North Yorkshire,E10,County,0,4,3,3,1,0,-1,-1,-4,8,2,3,2,2,2,4,5,6,6,9,8,8,4,7,4,8,10,11,16,22,27,21,24,14,11,-5,-5,-24,-28,-30,-32,-43,-48
North Yorkshire,Parks,E10000023,North Yorkshire,E10,County,2,41,49,44,27,17,-11,4,-10,19,12,14,-12,-15,10,21,26,21,26,38,21,44,16,20,20,16,37,20,42,47,37,18,43,32,16,30,4,-14,-13,-14,-37,-70,-65
North Yorkshire,Transit stations,E10000023,North Yorkshire,E10,County,5,8,6,4,3,6,0,14,-2,3,1,3,3,-4,5,3,3,4,4,11,6,13,1,1,2,-1,2,-3,6,-3,-10,-20,-17,-25,-32,-31,-38,-53,-59,-61,-65,-74,-74
North Yorkshire,Workplace,E10000023,North Yorkshire,E10,County,-2,-17,-16,-17,-17,-18,-4,0,-10,1,1,1,0,1,1,1,1,1,2,1,2,3,0,0,0,0,-2,0,-2,-4,-9,-17,-19,-21,-22,-29,-39,-53,-60,-62,-63,-57,-55
North Yorkshire,Residential,E10000023,North Yorkshire,E10,County,1,2,2,3,3,3,1,0,5,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,1,1,1,2,2,0,2,5,9,9,10,10,8,15,21,23,24,26,19,15
Northamptonshire,Retail & recreation,E10000021,Northamptonshire,E10,County,-5,7,5,2,3,5,-5,-5,-6,-1,1,2,1,5,6,3,2,1,1,6,0,2,-3,0,1,0,-1,-7,-16,-4,-12,-22,-20,-25,-47,-55,-41,-66,-70,-70,-72,-83,-84
Northamptonshire,Grocery & pharmacy,E10000021,Northamptonshire,E10,County,-3,1,0,-1,0,0,0,1,0,5,1,2,1,3,4,3,3,4,4,5,3,6,3,6,6,12,11,9,7,20,23,23,29,12,4,-9,-5,-19,-21,-23,-24,-36,-42
Northamptonshire,Parks,E10000021,Northamptonshire,E10,County,-28,17,11,3,3,11,-3,-5,-6,3,6,4,-5,-6,8,15,7,5,0,19,3,6,1,10,10,12,10,0,-19,21,7,-8,-2,1,-4,4,6,-20,-18,-23,-29,-61,-59
Northamptonshire,Transit stations,E10000021,Northamptonshire,E10,County,0,4,1,1,-1,4,7,16,-1,2,-1,-2,1,3,19,1,-2,-1,-3,4,4,3,-2,0,-6,-7,-6,-11,-12,-11,-17,-24,-25,-27,-35,-34,-35,-48,-55,-59,-61,-69,-70
Northamptonshire,Workplace,E10000021,Northamptonshire,E10,County,-2,-14,-14,-14,-15,-16,-3,-3,-1,1,1,0,0,1,0,1,1,1,1,2,2,0,1,1,1,0,-2,-2,-5,-4,-10,-17,-21,-23,-20,-25,-38,-49,-56,-59,-60,-49,-47
Northamptonshire,Residential,E10000021,Northamptonshire,E10,County,1,3,3,3,3,3,0,0,2,0,1,1,1,0,-1,0,0,1,1,0,0,-1,1,1,1,1,2,2,2,3,6,9,10,11,10,8,16,22,25,25,27,18,14
Northumberland,Retail & recreation,E06000057,Northumberland,E06,Unitary Authority,3,10,11,9,7,3,-3,1,-10,5,3,7,1,6,4,9,8,7,8,5,4,8,5,3,1,3,2,4,4,7,-3,-7,-8,-15,-39,-49,-37,-65,-67,-68,-72,-81,-84
Northumberland,Grocery & pharmacy,E06000057,Northumberland,E06,Unitary Authority,0,2,2,-2,2,0,0,0,-2,8,2,4,4,3,3,5,3,6,9,7,7,6,7,7,5,11,13,13,20,29,30,28,32,19,18,0,1,-21,-22,-24,-25,-34,-42
Northumberland,Parks,E06000057,Northumberland,E06,Unitary Authority,-4,53,49,46,33,13,-17,-1,-20,13,13,19,-10,-2,-19,27,24,27,44,38,21,27,33,17,11,20,33,30,33,64,36,26,60,41,20,30,15,-17,-7,-15,-40,-67,-66
Northumberland,Transit stations,E06000057,Northumberland,E06,Unitary Authority,-4,0,-1,-3,-5,-3,-5,2,-8,3,0,2,1,2,-4,2,2,-1,8,3,3,4,6,-3,-3,-2,-3,0,0,0,-11,-15,-14,-19,-25,-17,-33,-51,-50,-56,-58,-64,-61
Northumberland,Workplace,E06000057,Northumberland,E06,Unitary Authority,-1,-15,-15,-15,-16,-17,-2,-2,-8,1,0,0,0,4,-1,0,0,0,0,0,5,4,0,-1,0,-1,-2,3,-2,-4,-9,-15,-19,-20,-21,-27,-38,-52,-58,-60,-60,-54,-54
Northumberland,Residential,E06000057,Northumberland,E06,Unitary Authority,0,2,3,2,3,3,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,1,2,1,1,0,2,5,7,8,9,9,7,14,20,21,23,24,18,14
Nottinghamshire,Retail & recreation,J19000002,Nottinghamshire Ceremonial County,J19,Ceremonial County,-11,6,6,5,3,6,-4,-3,-2,-3,1,-3,0,8,1,2,3,-2,2,7,-1,2,2,1,-4,-8,-13,-5,-23,-12,-10,-17,-14,-46,-63,-69,-39,-78,-72,-81,-84,-83,-90
Nottinghamshire,Grocery & pharmacy,J19000002,Nottinghamshire Ceremonial County,J19,Ceremonial County,-5,1,-3,-2,-3,2,-1,0,-1,7,0,2,2,3,3,5,4,5,4,8,4,6,3,6,4,15,17,8,15,21,27,28,29,17,4,-12,-6,-22,-24,-27,-26,-37,-45
Nottinghamshire,Parks,J19000002,Nottinghamshire Ceremonial County,J19,Ceremonial County,-42,41,23,1,-3,4,66,-14,-15,16,17,23,-24,-21,28,7,11,17,7,43,12,16,7,4,6,1,-4,15,-20,13,-2,-21,7,0,7,10,22,0,-11,15,-19,-56,-58
Nottinghamshire,Transit stations,J19000002,Nottinghamshire Ceremonial County,J19,Ceremonial County,-15,-2,1,-7,-7,0,8,-6,0,3,1,2,2,-2,7,4,2,-2,-1,6,5,-2,0,-1,-2,-6,-8,-7,-9,-5,-16,-41,-23,-46,-22,-56,-57,-69,-73,-53,-76,-63,-80
Nottinghamshire,Workplace,J19000002,Nottinghamshire Ceremonial County,J19,Ceremonial County,-3,-10,-10,-16,-17,-10,-1,-1,-1,1,0,0,-1,0,1,1,2,2,2,1,1,1,1,1,0,-1,-1,-2,-2,-5,-15,-24,-28,-25,-28,-27,-48,-53,-60,-62,-62,-55,-56
Nottinghamshire,Residential,J19000002,Nottinghamshire Ceremonial County,J19,Ceremonial County,1,2,2,3,3,2,0,0,2,0,0,0,1,0,-1,0,0,0,0,-1,0,-1,1,1,1,1,1,1,2,3,6,10,10,12,10,9,15,21,24,25,26,19,15
Orkney,Retail & recreation,S12000023,Orkney Islands,S12,Council Area,NA,NA,NA,NA,-7,-2,-20,NA,NA,NA,NA,NA,-15,8,NA,NA,NA,NA,NA,13,4,NA,NA,NA,NA,-12,6,6,NA,NA,NA,NA,-35,-30,-65,NA,-54,-82,NA,-84,-85,NA,NA
Orkney,Grocery & pharmacy,S12000023,Orkney Islands,S12,Council Area,NA,2,-2,-4,-2,0,-15,NA,9,0,-2,4,0,2,NA,4,0,4,8,2,4,NA,NA,8,6,12,11,9,NA,NA,NA,12,14,7,-2,NA,-7,-32,-38,-33,-39,-49,-41
Orkney,Parks,S12000023,Orkney Islands,S12,Council Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orkney,Transit stations,S12000023,Orkney Islands,S12,Council Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orkney,Workplace,S12000023,Orkney Islands,S12,Council Area,NA,-23,0,0,1,-3,NA,NA,3,1,1,-1,3,NA,NA,-1,NA,1,-3,0,NA,NA,0,-1,-1,0,0,NA,NA,-6,-11,-7,-15,-15,NA,NA,-33,-56,-61,-62,-61,NA,NA
Orkney,Residential,S12000023,Orkney Islands,S12,Council Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxfordshire,Retail & recreation,E10000025,Oxfordshire,E10,County,-10,12,10,8,6,7,-3,-4,-2,1,1,0,0,5,5,5,2,-1,-2,4,1,2,-3,0,-1,-2,-3,-11,-21,-8,-19,-26,-30,-35,-54,-62,-49,-72,-74,-75,-78,-85,-87
Oxfordshire,Grocery & pharmacy,E10000025,Oxfordshire,E10,County,-5,4,1,0,0,3,1,0,2,6,1,1,3,4,4,6,5,4,4,8,4,4,6,7,7,13,13,9,6,23,25,22,24,12,0,-12,-5,-22,-26,-26,-28,-40,-45
Oxfordshire,Parks,E10000025,Oxfordshire,E10,County,-41,22,15,0,1,19,0,-9,-9,5,0,-1,-13,-15,11,15,9,-8,-5,22,9,9,5,4,11,7,11,2,-29,32,-1,-11,-14,2,0,14,13,-11,-8,-9,-22,-56,-48
Oxfordshire,Transit stations,E10000025,Oxfordshire,E10,County,-14,-6,-8,-9,-10,5,6,7,-1,0,-1,1,8,4,17,3,-1,-1,-1,4,6,7,-1,-3,-7,-7,-7,-13,-17,-18,-31,-39,-41,-43,-50,-51,-53,-65,-70,-71,-73,-78,-79
Oxfordshire,Workplace,E10000025,Oxfordshire,E10,County,-2,-16,-16,-16,-16,-17,-2,0,0,1,1,0,0,1,2,1,2,1,1,1,2,1,1,0,0,-1,-4,-2,-5,-11,-19,-28,-32,-34,-28,-34,-52,-64,-68,-70,-70,-59,-58
Oxfordshire,Residential,E10000025,Oxfordshire,E10,County,1,2,3,3,3,3,0,-1,1,0,0,1,1,0,-1,0,0,1,1,0,0,0,1,2,2,2,3,3,3,5,10,13,15,16,12,10,20,27,29,30,31,21,17
Pembrokeshire,Retail & recreation,W06000009,Pembrokeshire,W06,Unitary Authority,0,21,22,11,14,8,0,0,0,1,3,7,-7,4,14,10,7,1,8,6,7,11,3,5,4,6,1,7,5,8,-8,-15,-17,-20,-43,-46,-38,-69,-74,-74,-77,-86,-87
Pembrokeshire,Grocery & pharmacy,W06000009,Pembrokeshire,W06,Unitary Authority,0,10,10,6,11,3,-1,-1,0,8,2,6,-1,4,6,7,7,5,8,6,6,8,7,10,6,15,10,15,18,22,26,20,16,7,9,-6,-5,-29,-32,-33,-36,-44,-49
Pembrokeshire,Parks,W06000009,Pembrokeshire,W06,Unitary Authority,0,68,50,27,50,34,11,3,1,-2,7,21,-18,-3,22,30,27,-4,30,34,31,28,13,9,17,24,42,42,46,61,8,6,13,20,15,31,8,-29,-28,-29,-45,-61,-62
Pembrokeshire,Transit stations,W06000009,Pembrokeshire,W06,Unitary Authority,-6,7,5,-4,1,4,3,8,-6,0,-3,-1,-10,-10,10,0,10,-12,7,3,9,6,-9,-4,-1,3,4,-6,6,-5,-11,-23,-18,-18,-15,-8,-29,-47,-48,-51,-54,-61,-61
Pembrokeshire,Workplace,W06000009,Pembrokeshire,W06,Unitary Authority,-3,-15,-15,-17,-16,-16,0,0,2,2,1,4,-1,3,3,3,4,0,5,1,2,1,2,3,1,4,1,0,2,-2,-5,-12,-15,-19,-22,-25,-35,-50,-56,-56,-57,-52,-47
Pembrokeshire,Residential,W06000009,Pembrokeshire,W06,Unitary Authority,NA,2,2,3,3,3,NA,NA,1,1,1,0,2,NA,NA,0,-1,1,0,0,NA,NA,2,0,1,1,1,NA,NA,2,5,7,8,9,NA,NA,12,18,NA,NA,NA,NA,NA
Perth and Kinross,Retail & recreation,S12000048,Perth and Kinross,S12,Council Area,4,13,6,9,6,1,-6,22,-6,7,4,5,6,6,23,10,9,8,6,10,3,13,6,5,4,1,4,-8,3,-2,-11,-18,-18,-24,-49,-51,-46,-76,-79,-80,-80,-88,-86
Perth and Kinross,Grocery & pharmacy,S12000048,Perth and Kinross,S12,Council Area,1,6,3,2,4,-1,-1,4,-4,5,-1,3,1,5,5,5,4,4,3,5,6,7,6,3,3,8,10,11,14,19,18,19,20,7,7,-9,-7,-24,-32,-31,-32,-38,-46
Perth and Kinross,Parks,S12000048,Perth and Kinross,S12,Council Area,-8,17,-10,1,3,-14,-33,21,-9,-3,3,15,-7,-14,-18,18,6,10,15,22,-13,11,15,-11,-8,-8,19,-11,32,20,-3,10,26,38,8,49,10,-26,-30,-34,-41,-48,-39
Perth and Kinross,Transit stations,S12000048,Perth and Kinross,S12,Council Area,5,8,5,5,5,7,-2,15,-2,7,3,5,8,3,7,5,11,4,6,11,2,20,3,3,-1,-3,2,-9,-2,-10,-16,-24,-22,-21,-32,-30,-41,-56,-62,-67,-66,-74,-65
Perth and Kinross,Workplace,S12000048,Perth and Kinross,S12,Council Area,-2,-1,0,0,0,-4,-2,2,-5,-1,-2,-2,-2,-1,-1,-3,-2,-3,-3,-3,-2,-4,-3,-3,-4,-4,-5,-4,-4,-12,-15,-21,-23,-24,-23,-26,-44,-61,-68,-69,-70,-60,-54
Perth and Kinross,Residential,S12000048,Perth and Kinross,S12,Council Area,NA,0,0,0,0,2,1,NA,2,0,0,0,1,0,NA,0,-1,0,0,0,1,NA,1,0,2,2,2,3,NA,4,6,9,9,10,NA,NA,16,22,25,26,27,NA,NA
Peterborough,Retail & recreation,E06000031,Peterborough,E06,Unitary Authority,-5,8,7,3,2,4,-3,0,-2,1,0,1,0,5,4,5,2,2,1,5,7,4,1,1,-1,1,0,-4,-10,0,-6,-15,-13,-22,-40,-47,-36,-62,-65,-66,-68,-78,-80
Peterborough,Grocery & pharmacy,E06000031,Peterborough,E06,Unitary Authority,-7,-1,-4,-5,-6,-4,-3,-3,-3,7,-1,0,-3,1,4,1,2,2,3,-2,-3,-2,-3,1,2,4,5,5,2,19,20,19,23,5,1,-15,-10,-24,-28,-31,-31,-41,-45
Peterborough,Parks,E06000031,Peterborough,E06,Unitary Authority,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peterborough,Transit stations,E06000031,Peterborough,E06,Unitary Authority,-5,3,1,1,2,5,20,21,-1,3,1,3,-1,-13,-19,5,2,0,3,9,26,12,-1,0,-1,-4,-7,-1,-6,-18,-27,-38,-41,-44,-41,-50,-54,-64,-68,-71,-72,-73,-77
Peterborough,Workplace,E06000031,Peterborough,E06,Unitary Authority,-2,-14,-15,-14,-15,-15,-2,0,0,0,0,-2,-2,1,-1,1,0,0,-1,1,4,3,2,0,-1,-1,-2,0,2,-3,-10,-19,-23,-25,-14,-17,-36,-50,-55,-58,-58,-46,-43
Peterborough,Residential,E06000031,Peterborough,E06,Unitary Authority,1,2,3,3,3,3,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,-1,1,1,0,1,2,2,1,2,5,8,9,11,9,7,15,20,22,23,25,17,NA
Plymouth,Retail & recreation,E06000026,Plymouth,E06,Unitary Authority,-12,7,4,6,4,1,-3,-8,-6,-3,0,5,0,6,6,4,5,-1,1,-1,2,0,-5,-4,-1,-1,-7,-7,-12,-2,-13,-20,-22,-29,-50,-56,-44,-76,-79,-80,-81,-86,-87
Plymouth,Grocery & pharmacy,E06000026,Plymouth,E06,Unitary Authority,-6,5,-3,-1,1,1,-1,-3,0,3,0,3,1,2,2,7,3,3,5,2,1,-1,3,-2,1,6,4,4,2,16,18,15,18,1,-4,-20,-12,-31,-33,-34,-37,-43,-50
Plymouth,Parks,E06000026,Plymouth,E06,Unitary Authority,-31,25,3,3,15,19,13,-7,-2,-9,-3,30,-15,-4,9,28,29,-20,14,-1,25,-4,6,-9,3,7,5,4,-7,76,-3,-13,19,-3,-15,16,22,-21,-27,-9,-26,-35,-43
Plymouth,Transit stations,E06000026,Plymouth,E06,Unitary Authority,-19,-4,-7,-7,-6,-2,-1,0,-3,1,-2,7,0,-3,8,6,5,-2,3,1,1,-2,-3,-6,-2,-2,-4,-9,-11,-2,-15,-24,-25,-30,-38,-35,-41,-57,-64,-65,-67,-69,-70
Plymouth,Workplace,E06000026,Plymouth,E06,Unitary Authority,-4,-15,-13,-16,-15,-15,-1,-1,-1,2,0,2,0,0,2,2,3,1,2,1,3,1,1,1,1,3,-1,-2,-2,-4,-9,-18,-22,-25,-25,-26,-40,-53,-62,-65,-65,-58,-54
Plymouth,Residential,E06000026,Plymouth,E06,Unitary Authority,2,2,3,2,2,2,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,2,1,1,1,2,2,1,5,8,8,10,10,7,13,21,24,25,26,18,NA
Portsmouth,Retail & recreation,E06000044,Portsmouth,E06,Unitary Authority,-18,18,23,12,9,11,-7,-8,-4,7,3,3,10,2,8,27,-2,-6,-8,5,-6,0,3,8,-1,-1,-3,-10,-16,0,-19,-27,-29,-37,-57,-63,-50,-77,-77,-78,-80,-87,-88
Portsmouth,Grocery & pharmacy,E06000044,Portsmouth,E06,Unitary Authority,-12,2,2,1,-2,1,-2,-5,-2,6,0,0,0,2,2,4,2,1,-4,3,2,3,5,6,6,9,9,8,8,20,24,27,26,12,5,-16,-9,-24,-25,-26,-28,-38,-43
Portsmouth,Parks,E06000044,Portsmouth,E06,Unitary Authority,-50,10,16,-9,-15,17,-11,-12,-14,-4,3,0,-27,-16,29,29,16,-21,-27,25,-1,15,10,-4,2,0,14,11,1,64,3,-7,-16,-3,25,18,8,-12,-3,5,-3,-39,-46
Portsmouth,Transit stations,E06000044,Portsmouth,E06,Unitary Authority,-11,3,7,-2,-5,3,-2,1,-1,5,-2,-3,5,-1,3,12,2,-3,-8,2,-2,1,0,3,-5,-3,0,-7,-10,-4,-18,-30,-34,-33,-39,-41,-46,-58,-64,-65,-68,-72,-71
Portsmouth,Workplace,E06000044,Portsmouth,E06,Unitary Authority,-6,-13,-13,-13,-13,-14,-2,-3,-1,1,1,0,0,0,1,0,-1,-1,-3,-1,0,1,1,1,1,0,-2,-3,-4,-8,-13,-21,-26,-28,-25,-29,-44,-58,-63,-65,-65,-57,-54
Portsmouth,Residential,E06000044,Portsmouth,E06,Unitary Authority,2,2,2,2,3,2,1,0,1,0,0,1,0,0,-1,-1,0,1,1,-1,0,-1,0,0,1,1,2,2,1,3,6,9,11,12,10,8,16,23,25,26,27,19,NA
Powys,Retail & recreation,W06000023,Powys,W06,Unitary Authority,-10,12,8,8,6,9,-4,2,-2,0,7,7,2,-4,8,11,8,3,4,13,6,8,7,1,4,-1,10,-2,0,9,-8,-18,-21,-20,-43,-49,-33,-62,-70,-73,-74,-87,-88
Powys,Grocery & pharmacy,W06000023,Powys,W06,Unitary Authority,0,6,8,2,6,3,2,1,-3,8,-2,5,2,4,6,6,6,3,7,9,5,8,7,6,6,12,17,16,20,22,22,16,17,11,16,-2,-7,-24,-29,-31,-31,-41,-50
Powys,Parks,W06000023,Powys,W06,Unitary Authority,-7,24,16,10,8,14,-12,-4,-1,7,7,10,-10,-24,8,19,24,1,8,20,0,10,9,5,4,2,28,12,9,44,6,-8,-4,14,26,48,24,-11,-16,-17,-31,-61,-56
Powys,Transit stations,W06000023,Powys,W06,Unitary Authority,-10,-1,-4,-7,-9,-2,-7,-2,-14,-6,-6,-1,-4,-8,-2,1,4,-8,2,5,1,4,-4,4,-4,-7,5,-3,-4,-3,-12,-24,-23,-24,-23,-6,-29,-44,-48,-49,-54,-64,-63
Powys,Workplace,W06000023,Powys,W06,Unitary Authority,-11,-21,-16,-16,-17,-15,1,-4,-7,2,-1,2,0,-1,4,1,2,0,1,1,3,5,1,1,1,2,1,-3,-4,-5,-8,-14,-18,-19,-22,-22,-35,-47,-56,-58,-58,-54,-51
Powys,Residential,W06000023,Powys,W06,Unitary Authority,NA,4,3,4,3,2,NA,NA,4,1,2,0,1,NA,NA,0,0,1,0,0,NA,NA,1,1,1,2,1,NA,NA,3,5,8,10,10,NA,NA,13,18,22,22,23,NA,NA
Reading,Retail & recreation,E06000038,Reading,E06,Unitary Authority,-11,9,4,3,4,4,-7,-5,-3,3,7,0,1,6,10,4,19,-4,-8,2,-6,-3,-3,-2,0,-5,-6,-16,-20,-7,-20,-28,-32,-39,-58,-64,-52,-77,-80,-80,-82,-88,-89
Reading,Grocery & pharmacy,E06000038,Reading,E06,Unitary Authority,-9,3,0,-4,0,1,-4,-2,5,7,0,3,2,3,8,10,9,4,4,11,6,3,12,10,10,19,16,12,7,30,33,33,33,13,-2,-19,-5,-23,-28,-28,-30,-42,-50
Reading,Parks,E06000038,Reading,E06,Unitary Authority,NA,NA,16,-6,-8,7,-7,-3,-13,-4,-8,-2,-21,-28,28,2,0,-12,-21,14,5,-1,2,2,10,-6,7,-3,-27,NA,-10,0,-29,-11,-16,11,NA,4,4,8,-9,-50,-41
Reading,Transit stations,E06000038,Reading,E06,Unitary Authority,-7,1,-2,-4,-6,0,-1,10,-1,3,-3,-2,6,2,11,-2,-1,-7,-8,-1,-4,12,-6,-7,-11,-16,-12,-25,-25,-28,-43,-51,-55,-56,-64,-67,-67,-77,-81,-82,-81,-85,-84
Reading,Workplace,E06000038,Reading,E06,Unitary Authority,-1,-13,-13,-14,-14,-15,-1,-1,-1,0,0,-1,-1,-2,3,-1,-1,-1,-2,0,1,4,-1,-2,-3,-4,-8,-2,-3,-15,-27,-36,-39,-40,-26,-32,-56,-66,-71,-73,-72,-58,-55
Reading,Residential,E06000038,Reading,E06,Unitary Authority,NA,2,3,3,3,3,0,NA,1,1,0,1,1,1,-1,1,0,2,2,1,1,0,2,2,3,3,5,3,NA,6,12,16,17,18,12,NA,22,28,31,32,32,NA,NA
Redcar and Cleveland,Retail & recreation,E06000003,Redcar and Cleveland,E06,Unitary Authority,1,15,14,10,5,2,-5,-1,2,8,6,3,0,3,4,9,5,2,4,9,2,11,2,5,2,-1,2,0,0,6,-6,-16,-12,-14,-48,-55,-41,-70,-72,-75,-78,-84,-88
Redcar and Cleveland,Grocery & pharmacy,E06000003,Redcar and Cleveland,E06,Unitary Authority,-4,-2,-1,-2,-2,-3,-4,-3,-3,6,0,1,1,2,-1,3,3,6,6,4,0,2,4,5,4,12,10,8,15,22,23,24,30,15,17,-4,-3,-22,-26,-27,-28,-37,-44
Redcar and Cleveland,Parks,E06000003,Redcar and Cleveland,E06,Unitary Authority,NA,NA,NA,NA,NA,9,-29,-24,NA,NA,NA,NA,-28,-22,-28,NA,NA,NA,NA,NA,-1,16,NA,NA,NA,NA,-4,7,7,NA,NA,NA,NA,NA,22,22,NA,NA,NA,NA,-20,-54,-63
Redcar and Cleveland,Transit stations,E06000003,Redcar and Cleveland,E06,Unitary Authority,-4,0,-3,5,-4,-2,-11,-3,-2,7,7,5,-1,-3,-9,5,9,7,8,12,6,5,5,3,3,2,5,-3,-9,8,-2,-10,-7,-10,-12,-17,-29,-47,-42,-45,-51,-60,-62
Redcar and Cleveland,Workplace,E06000003,Redcar and Cleveland,E06,Unitary Authority,1,-15,-13,-14,-14,-16,-1,-1,-3,2,1,1,-1,4,5,2,3,1,3,3,3,6,2,2,1,2,0,3,2,-3,-5,-12,-14,-17,-20,-21,-33,-47,-54,-57,-59,-54,-50
Redcar and Cleveland,Residential,E06000003,Redcar and Cleveland,E06,Unitary Authority,NA,2,3,2,2,3,0,NA,2,1,0,0,1,0,NA,0,1,0,0,0,0,NA,1,1,1,1,1,1,NA,2,4,6,6,8,NA,NA,13,19,20,21,23,NA,NA
Renfrewshire,Retail & recreation,S12000038,Renfrewshire,S12,Council Area,-3,2,2,-1,3,-15,-3,-4,-3,1,-3,2,5,7,1,4,4,4,5,0,-1,-5,-2,1,-1,-3,-3,-6,-13,-9,-16,-18,-14,-25,-51,-61,-46,-74,-77,-78,-79,-84,-86
